,data,godzina,dom,-,wyjazd,wynik,pusta
4083,,18:00,KSZO Ostrowiec,-,GKS Katowice,0:3 (0:1),
4084,,18:00,Wisła Kraków,-,Polonia Warszawa,3:0 (1:0),
4085,,18:00,Górnik Zabrze,-,Wisła Płock,1:2 (1:1),
4086,,18:00,Legia Warszawa,-,Lech Poznań,2:0 (0:0),
4087,,18:00,Groclin Dyskobolia,-,Szczakowianka Jaworzno,5:0 (2:0),
4088,24/05/2003,16:00,Polonia Warszawa,-,KSZO Ostrowiec,2:1 (0:1),
4089,,17:00,Ruch Chorzów,-,Groclin Dyskobolia,1:1 (0:0),
4090,,17:00,GKS Katowice,-,Odra Wodzisław,2:1 (2:0),
4091,,18:00,Amica Wronki,-,Zagłębie Lubin,2:2 (2:0),
4092,,18:00,Lech Poznań,-,Pogoń Szczecin,6:0 (3:0),
4093,,18:00,Widzew Łódź,-,Górnik Zabrze,1:0 (1:0),
4094,25/05/2003,16:00,Szczakowianka Jaworzno,-,Legia Warszawa,1:1 (0:0),
4095,,16:00,Wisła Płock,-,Wisła Kraków,0:3 (0:0),
4096,31/05/2003,15:00,GKS Katowice,-,Amica Wronki,1:1 (0:1),
4097,,15:00,Odra Wodzisław,-,Polonia Warszawa,2:2 (0:1),
4098,,15:00,KSZO Ostrowiec,-,Wisła Płock,0:2 (0:0),
4099,,15:00,Wisła Kraków,-,Widzew Łódź,1:0 (0:0),
4100,,15:00,Górnik Zabrze,-,Lech Poznań,0:0 (0:0),
4101,,15:00,Pogoń Szczecin,-,Szczakowianka Jaworzno,0:1 (0:1),
4102,,15:00,Legia Warszawa,-,Ruch Chorzów,3:3 (0:1),
4103,,15:00,Groclin Dyskobolia,-,Zagłębie Lubin,4:0 (1:0),
4104,03/06/2003,17:00,Amica Wronki,-,Groclin Dyskobolia,0:1 (0:0),
4105,,17:00,Zagłębie Lubin,-,Legia Warszawa,1:3 (1:2),
4106,,17:00,Ruch Chorzów,-,Pogoń Szczecin,3:0 dec.,
4107,,17:00,Szczakowianka Jaworzno,-,Górnik Zabrze,1:1 (1:1),
4108,,17:00,Lech Poznań,-,Wisła Kraków,2:4 (1:0),
4109,,17:00,Widzew Łódź,-,KSZO Ostrowiec,2:1 (1:0),
4110,,17:00,Wisła Płock,-,Odra Wodzisław,0:1 (0:0),
4111,,17:00,Polonia Warszawa,-,GKS Katowice,1:1 (0:1),
4112,08/08/2003,19:00,GKS Katowice,-,Groclin Dyskobolia,0:4 (0:2),
4113,09/08/2003,16:00,Górnik Polkowice,-,Wisła Kraków,0:2 (0:2),
4114,,16:30,Górnik Łęczna,-,Wisła Płock,3:1 (1:0),
4115,,18:00,Widzew Łódź,-,Świt Nowy Dwór,2:2 (2:0),
4116,,18:00,Lech Poznań,-,Górnik Zabrze,1:2 (1:1),
4117,,18:00,Amica Wronki,-,Polonia Warszawa,2:0 (1:0),
4118,10/08/2003,16:30,Odra Wodzisław,-,Legia Warszawa,1:1 (1:1),
4119,15/08/2003,19:00,Amica Wronki,-,Lech Poznań,1:0 (0:0),
4120,16/08/2003,18:00,Górnik Zabrze,-,Górnik Polkowice,1:0 (0:0),
4121,,18:00,Legia Warszawa,-,Górnik Łęczna,0:0 (0:0),
4122,,19:15,Wisła Kraków,-,Świt Nowy Dwór,4:0 (3:0),
4123,17/08/2003,16:00,Wisła Płock,-,Polonia Warszawa,0:0 (0:0),
4124,,16:00,Widzew Łódź,-,GKS Katowice,1:2 (0:1),
4125,,18:15,Groclin Dyskobolia,-,Odra Wodzisław,4:0 (1:0),
4126,23/08/2003,16:00,Wisła Kraków,-,Górnik Zabrze,2:0 (0:0),
4127,,16:30,Górnik Polkowice,-,Amica Wronki,1:0 (0:0),
4128,,16:30,Górnik Łęczna,-,Groclin Dyskobolia,1:0 (0:0),
4129,,18:00,Odra Wodzisław,-,Widzew Łódź,1:0 (1:0),
4130,,18:00,GKS Katowice,-,Świt Nowy Dwór,0:0 (0:0),
4131,,18:00,Lech Poznań,-,Wisła Płock,4:1 (1:1),
4132,24/08/2003,18:15,Polonia Warszawa,-,Legia Warszawa,0:1 (0:0),
4133,29/08/2003,19:00,Legia Warszawa,-,Lech Poznań,2:1 (0:0),
4134,30/08/2003,16:15,Świt Nowy Dwór,-,Górnik Zabrze,0:0 (0:0),
4135,,16:30,Widzew Łódź,-,Górnik Łęczna,0:1 (0:0),
4136,,17:15,Amica Wronki,-,Wisła Kraków,2:0 (2:0),
4137,31/08/2003,14:00,GKS Katowice,-,Odra Wodzisław,2:0 (1:0),
4138,,16:00,Wisła Płock,-,Górnik Polkowice,3:0 (1:0),
4139,,16:00,Groclin Dyskobolia,-,Polonia Warszawa,2:2 (2:1),
4140,12/09/2003,18:00,Górnik Polkowice,-,Legia Warszawa,0:0 (0:0),
4141,13/09/2003,17:15,Lech Poznań,-,Groclin Dyskobolia,1:3 (1:1),
4142,,18:00,Widzew Łódź,-,Polonia Warszawa,2:1 (0:1),
4143,,18:00,Odra Wodzisław,-,Świt Nowy Dwór,2:2 (1:1),
4144,,18:00,Wisła Kraków,-,Wisła Płock,3:1 (0:1),
4145,,18:00,Górnik Zabrze,-,Amica Wronki,1:2 (1:2),
4146,14/09/2003,14:00,Górnik Łęczna,-,GKS Katowice,4:1 (2:0),
4147,19/09/2003,19:00,Legia Warszawa,-,Wisła Kraków,4:1 (0:0),
4148,20/09/2003,15:30,Groclin Dyskobolia,-,Górnik Polkowice,4:1 (3:1),
4149,,18:00,Wisła Płock,-,Górnik Zabrze,2:1 (1:0),
4150,,18:00,GKS Katowice,-,Polonia Warszawa,1:1 (1:0),
4151,,18:00,Świt Nowy Dwór,-,Amica Wronki,0:1 (0:1),
4152,,18:00,Odra Wodzisław,-,Górnik Łęczna,2:0 (1:0),
4153,21/09/2003,18:15,Widzew Łódź,-,Lech Poznań,1:1 (0:0),
4154,26/09/2003,19:00,Górnik Zabrze,-,Legia Warszawa,2:2 (1:1),
4155,27/09/2003,17:15,Lech Poznań,-,GKS Katowice,1:2 (0:2),
4156,,18:00,Górnik Polkowice,-,Widzew Łódź,2:3 (2:1),
4157,,18:00,Górnik Łęczna,-,Świt Nowy Dwór,1:0 (1:0),
4158,,18:00,Amica Wronki,-,Wisła Płock,3:2 (2:2),
4159,28/09/2003,17:00,Wisła Kraków,-,Groclin Dyskobolia,3:2 (2:2),
4160,04/11/2003,17:30,Polonia Warszawa,-,Odra Wodzisław,1:0 (1:0),
4161,03/10/2003,18:00,Legia Warszawa,-,Amica Wronki,3:1 (0:1),
4162,04/10/2003,17:15,Świt Nowy Dwór,-,Wisła Płock,1:2 (0:1),
4163,,17:15,GKS Katowice,-,Górnik Polkowice,1:0 (1:0),
4164,,17:15,Górnik Łęczna,-,Polonia Warszawa,2:1 (1:0),
4165,,17:15,Widzew Łódź,-,Wisła Kraków,1:3 (0:1),
4166,,17:15,Odra Wodzisław,-,Lech Poznań,2:0 (0:0),
4167,05/10/2003,16:15,Groclin Dyskobolia,-,Górnik Zabrze,0:0 (0:0),
4168,17/10/2003,19:00,Lech Poznań,-,Górnik Łęczna,5:1 (2:0),
4169,18/10/2003,17:15,Wisła Płock,-,Legia Warszawa,2:1 (0:1),
4170,,17:15,Górnik Polkowice,-,Odra Wodzisław,3:3 (1:0),
4171,,17:15,Amica Wronki,-,Groclin Dyskobolia,1:0 (1:0),
4172,,17:15,Górnik Zabrze,-,Widzew Łódź,3:3 (2:2),
4173,19/10/2003,16:15,Wisła Kraków,-,GKS Katowice,5:0 (3:0),
4174,15/11/2003,17:00,Polonia Warszawa,-,Świt Nowy Dwór,1:0 (0:0),
4175,24/10/2003,18:00,Odra Wodzisław,-,Wisła Kraków,3:2 (3:0),
4176,25/10/2003,17:00,Groclin Dyskobolia,-,Wisła Płock,2:2 (1:1),
4177,,17:00,Górnik Łęczna,-,Górnik Polkowice,1:0 (0:0),
4178,,17:00,Widzew Łódź,-,Amica Wronki,2:2 (1:0),
4179,,17:00,Polonia Warszawa,-,Lech Poznań,1:1 (1:1),
4180,,19:15,GKS Katowice,-,Górnik Zabrze,0:0 (0:0),
4181,26/10/2003,16:15,Świt Nowy Dwór,-,Legia Warszawa,1:3 (0:1),
4182,29/10/2003,18:00,Wisła Płock,-,Widzew Łódź,3:1 (1:1),
4183,,18:00,Górnik Zabrze,-,Odra Wodzisław,3:1 (1:0),
4184,,18:00,Lech Poznań,-,Świt Nowy Dwór,5:1 (2:0),
4185,,18:00,Górnik Polkowice,-,Polonia Warszawa,0:0 (0:0),
4186,,18:00,Amica Wronki,-,GKS Katowice,4:0 (3:0),
4187,,19:00,Legia Warszawa,-,Groclin Dyskobolia,1:1 (1:0),
4188,30/10/2003,17:00,Wisła Kraków,-,Górnik Łęczna,4:0 (2:0),
4189,07/11/2003,19:00,Widzew Łódź,-,Legia Warszawa,0:1 (0:0),
4190,08/11/2003,17:00,GKS Katowice,-,Wisła Płock,2:0 (2:0),
4191,,17:00,Górnik Łęczna,-,Górnik Zabrze,0:2 (0:1),
4192,,17:00,Lech Poznań,-,Górnik Polkowice,1:0 (0:0),
4193,,17:15,Odra Wodzisław,-,Amica Wronki,2:2 (2:2),
4194,09/11/2003,14:30,Świt Nowy Dwór,-,Groclin Dyskobolia,0:4 (0:1),
4195,,17:10,Polonia Warszawa,-,Wisła Kraków,2:5 (0:4),
4196,22/11/2003,17:00,Wisła Płock,-,Odra Wodzisław,2:0 (1:0),
4197,,17:00,Górnik Zabrze,-,Polonia Warszawa,1:0 (0:0),
4198,,17:00,Groclin Dyskobolia,-,Widzew Łódź,2:0 (0:0),
4199,,17:00,Górnik Polkowice,-,Świt Nowy Dwór,1:0 (0:0),
4200,,17:00,Legia Warszawa,-,GKS Katowice,1:0 (1:0),
4201,,17:15,Wisła Kraków,-,Lech Poznań,4:2 (3:1),
4202,23/11/2003,16:15,Amica Wronki,-,Górnik Łęczna,3:2 (0:0),
4203,12/03/2004,18:00,Legia Warszawa,-,Odra Wodzisław,2:1 (1:0),
4204,13/03/2004,17:00,Wisła Płock,-,Górnik Łęczna,0:0 (0:0),
4205,,17:00,Świt Nowy Dwór,-,Widzew Łódź,0:0 (0:0),
4206,,17:00,Polonia Warszawa,-,Amica Wronki,1:5 (0:1),
4207,,17:15,Wisła Kraków,-,Górnik Polkowice,2:1 (1:1),
4208,14/03/2004,14:00,Groclin Dyskobolia,-,GKS Katowice,6:0 (4:0),
4209,24/03/2004,17:30,Górnik Zabrze,-,Lech Poznań,0:0 (0:0),
4210,19/03/2004,18:00,Lech Poznań,-,Amica Wronki,0:0 (0:0),
4211,20/03/2004,17:00,Polonia Warszawa,-,Wisła Płock,0:0 (0:0),
4212,,17:00,Górnik Polkowice,-,Górnik Zabrze,3:1 (3:0),
4213,,17:00,Świt Nowy Dwór,-,Wisła Kraków,1:2 (0:1),
4214,,17:00,GKS Katowice,-,Widzew Łódź,2:0 (1:0),
4215,,17:15,Odra Wodzisław,-,Groclin Dyskobolia,0:2 (0:1),
4216,21/03/2004,15:00,Górnik Łęczna,-,Legia Warszawa,0:3 (0:1),
4217,26/03/2004,19:00,Legia Warszawa,-,Polonia Warszawa,7:2 (5:0),
4218,27/03/2004,17:00,Amica Wronki,-,Górnik Polkowice,3:0 (1:0),
4219,,17:00,Widzew Łódź,-,Odra Wodzisław,0:1 (0:0),
4220,,17:00,Świt Nowy Dwór,-,GKS Katowice,2:1 (2:1),
4221,,17:00,Wisła Płock,-,Lech Poznań,4:4 (2:2),
4222,,17:15,Górnik Zabrze,-,Wisła Kraków,0:4 (0:2),
4223,28/03/2004,14:00,Groclin Dyskobolia,-,Górnik Łęczna,4:0 (2:0),
4224,03/04/2004,17:30,Lech Poznań,-,Legia Warszawa,0:1 (0:0),
4225,,18:00,Górnik Polkowice,-,Wisła Płock,1:2 (0:1),
4226,,18:00,Odra Wodzisław,-,GKS Katowice,1:0 (1:0),
4227,,18:00,Polonia Warszawa,-,Groclin Dyskobolia,3:1 (1:1),
4228,,18:00,Górnik Zabrze,-,Świt Nowy Dwór,1:0 (0:0),
4229,,18:00,Górnik Łęczna,-,Widzew Łódź,2:1 (1:0),
4230,04/04/2004,16:30,Wisła Kraków,-,Amica Wronki,2:1 (0:0),
4231,08/04/2004,18:00,Legia Warszawa,-,Górnik Polkowice,3:0 (1:0),
4232,10/04/2004,16:00,Widzew Łódź,-,Polonia Warszawa,1:1 (0:1),
4233,,16:00,Świt Nowy Dwór,-,Odra Wodzisław,3:1 (0:1),
4234,,16:00,GKS Katowice,-,Górnik Łęczna,1:1 (1:1),
4235,,16:00,Wisła Płock,-,Wisła Kraków,4:4 (4:2),
4236,,16:00,Amica Wronki,-,Górnik Zabrze,2:0 (2:0),
4237,,17:15,Groclin Dyskobolia,-,Lech Poznań,2:4 (0:2),
4238,16/04/2004,18:00,Górnik Polkowice,-,Groclin Dyskobolia,0:3 (0:2),
4239,17/04/2004,17:30,Wisła Kraków,-,Legia Warszawa,1:0 (1:0),
4240,,18:00,Górnik Zabrze,-,Wisła Płock,1:1 (0:1),
4241,,18:00,Polonia Warszawa,-,GKS Katowice,1:0 (1:0),
4242,,18:00,Amica Wronki,-,Świt Nowy Dwór,2:2 (1:1),
4243,,18:00,Górnik Łęczna,-,Odra Wodzisław,0:1 (0:0),
4244,18/04/2004,16:15,Lech Poznań,-,Widzew Łódź,1:1 (1:1),
4245,23/04/2004,19:00,Groclin Dyskobolia,-,Wisła Kraków,1:6 (1:2),
4246,24/04/2004,17:15,Wisła Płock,-,Amica Wronki,3:1 (1:0),
4247,,18:00,Widzew Łódź,-,Górnik Polkowice,2:0 (0:0),
4248,,18:00,GKS Katowice,-,Lech Poznań,1:2 (0:2),
4249,,18:00,Odra Wodzisław,-,Polonia Warszawa,1:0 (0:0),
4250,,18:00,Świt Nowy Dwór,-,Górnik Łęczna,1:0 (0:0),
4251,25/04/2004,16:15,Legia Warszawa,-,Górnik Zabrze,2:0 (1:0),
4252,02/05/2004,18:15,Wisła Kraków,-,Widzew Łódź,3:1 (0:0),
4253,03/05/2004,18:00,Wisła Płock,-,Świt Nowy Dwór,2:0 (0:0),
4254,,18:00,Górnik Polkowice,-,GKS Katowice,0:0 (0:0),
4255,,18:00,Górnik Zabrze,-,Groclin Dyskobolia,2:2 (0:0),
4256,,18:00,Polonia Warszawa,-,Górnik Łęczna,3:0 (2:0),
4257,,18:00,Amica Wronki,-,Legia Warszawa,0:1 (0:0),
4258,,18:00,Lech Poznań,-,Odra Wodzisław,2:0 (1:0),
4259,07/05/2004,19:00,Groclin Dyskobolia,-,Amica Wronki,1:1 (1:0),
4260,08/05/2004,18:00,Górnik Łęczna,-,Lech Poznań,1:2 (1:1),
4261,,18:00,Świt Nowy Dwór,-,Polonia Warszawa,2:1 (1:1),
4262,,18:00,Odra Wodzisław,-,Górnik Polkowice,0:1 (0:0),
4263,,18:00,Widzew Łódź,-,Górnik Zabrze,1:2 (0:1),
4264,,19:15,Legia Warszawa,-,Wisła Płock,2:0 (0:0),
4265,09/05/2004,16:15,GKS Katowice,-,Wisła Kraków,0:2 (0:1),
4266,14/05/2004,19:00,Legia Warszawa,-,Świt Nowy Dwór,3:1 (1:1),
4267,,19:00,Lech Poznań,-,Polonia Warszawa,1:0 (0:0),
4268,15/05/2004,17:30,Wisła Płock,-,Groclin Dyskobolia,0:1 (0:1),
4269,,18:00,Górnik Zabrze,-,GKS Katowice,1:1 (0:0),
4270,,18:00,Górnik Polkowice,-,Górnik Łęczna,2:0 (0:0),
4271,,18:00,Amica Wronki,-,Widzew Łódź,6:0 (2:0),
4272,16/05/2004,18:45,Wisła Kraków,-,Odra Wodzisław,2:1 (0:0),
4273,21/05/2004,19:00,Górnik Łęczna,-,Wisła Kraków,0:1 (0:1),
4274,22/05/2004,18:00,Odra Wodzisław,-,Górnik Zabrze,1:2 (0:0),
4275,,18:00,Świt Nowy Dwór,-,Lech Poznań,1:0 (1:0),
4276,,18:00,Polonia Warszawa,-,Górnik Polkowice,0:1 (0:1),
4277,,18:00,GKS Katowice,-,Amica Wronki,0:0 (0:0),
4278,,19:00,Groclin Dyskobolia,-,Legia Warszawa,2:2 (2:1),
4279,23/05/2004,14:00,Widzew Łódź,-,Wisła Płock,2:1 (1:1),
4280,08/06/2004,18:00,Groclin Dyskobolia,-,Świt Nowy Dwór,3:1 (2:0),
4281,,18:00,Amica Wronki,-,Odra Wodzisław,2:1 (1:0),
4282,,18:00,Wisła Płock,-,GKS Katowice,1:1 (0:0),
4283,,18:00,Górnik Zabrze,-,Górnik Łęczna,0:1 (0:0),
4284,,18:00,Legia Warszawa,-,Widzew Łódź,6:0 (2:0),
4285,,18:00,Górnik Polkowice,-,Lech Poznań,0:2 (0:0),
4286,,18:00,Wisła Kraków,-,Polonia Warszawa,4:1 (3:1),
4287,30/05/2004,18:00,Odra Wodzisław,-,Wisła Płock,1:2 (0:1),
4288,11/06/2004,18:00,Polonia Warszawa,-,Górnik Zabrze,2:0 (0:0),
4289,,18:00,Widzew Łódź,-,Groclin Dyskobolia,0:3 dec.,
4290,,18:00,Świt Nowy Dwór,-,Górnik Polkowice,0:0 (0:0),
4291,,18:00,GKS Katowice,-,Legia Warszawa,2:4 (1:2),
4292,,18:00,Lech Poznań,-,Wisła Kraków,2:2 (1:0),
4293,,18:00,Górnik Łęczna,-,Amica Wronki,1:0 (0:0),
4294,30/07/2004,19:00,Zagłębie Lubin,-,KS Cracovia,2:5 (0:4),
4295,31/07/2004,17:00,Odra Wodzisław,-,Amica Wronki,1:2 (1:2),
4296,,17:00,Wisła Płock,-,Górnik Zabrze,0:0 (0:0),
4297,,17:00,GKS Katowice,-,Lech Poznań,0:3 (0:1),
4298,,19:00,Wisła Kraków,-,Górnik Łęczna,5:1 (2:1),
4299,01/08/2004,18:00,Pogoń Szczecin,-,Legia Warszawa,1:2 (1:1),
4300,23/10/2004,14:30,Polonia Warszawa,-,Groclin Dyskobolia,1:0 (1:0),
4301,06/08/2004,19:00,Amica Wronki,-,Legia Warszawa,1:1 (0:1),
4302,07/08/2004,17:00,Górnik Łęczna,-,KS Cracovia,3:1 (1:0),
4303,,17:00,Odra Wodzisław,-,Zagłębie Lubin,1:2 (0:0),
4304,,17:00,Groclin Dyskobolia,-,GKS Katowice,3:2 (1:2),
4305,,17:00,Górnik Zabrze,-,Pogoń Szczecin,4:0 (0:0),
4306,,18:30,Wisła Kraków,-,Polonia Warszawa,4:0 (0:0),
4307,08/08/2004,16:00,Lech Poznań,-,Wisła Płock,4:2 (2:0),
4308,20/08/2004,19:00,Pogoń Szczecin,-,Lech Poznań,3:1 (1:1),
4309,21/08/2004,17:00,Amica Wronki,-,Górnik Zabrze,1:1 (1:0),
4310,,17:00,KS Cracovia,-,Odra Wodzisław,2:3 (1:1),
4311,,17:00,Polonia Warszawa,-,Górnik Łęczna,1:0 (0:0),
4312,,17:00,GKS Katowice,-,Wisła Kraków,0:3 (0:2),
4313,,19:15,Wisła Płock,-,Groclin Dyskobolia,0:1 (0:0),
4314,22/08/2004,18:15,Legia Warszawa,-,Zagłębie Lubin,0:0 (0:0),
4315,27/08/2004,19:00,Groclin Dyskobolia,-,Pogoń Szczecin,2:0 (0:0),
4316,28/08/2004,17:00,Górnik Łęczna,-,Odra Wodzisław,1:2 (0:1),
4317,,17:00,Górnik Zabrze,-,Zagłębie Lubin,1:1 (1:0),
4318,,17:00,Polonia Warszawa,-,GKS Katowice,2:0 (1:0),
4319,,19:15,Wisła Kraków,-,Wisła Płock,4:0 (4:0),
4320,29/08/2004,15:00,Legia Warszawa,-,KS Cracovia,2:1 (1:1),
4321,,17:15,Lech Poznań,-,Amica Wronki,0:4 (0:1),
4322,10/09/2004,19:00,KS Cracovia,-,Górnik Zabrze,0:0 (0:0),
4323,11/09/2004,17:00,Wisła Płock,-,Polonia Warszawa,4:1 (1:1),
4324,,17:00,Odra Wodzisław,-,Legia Warszawa,0:1 (0:1),
4325,,17:00,GKS Katowice,-,Górnik Łęczna,4:0 (1:0),
4326,,17:00,Zagłębie Lubin,-,Lech Poznań,2:0 (1:0),
4327,,17:15,Amica Wronki,-,Groclin Dyskobolia,1:3 (0:1),
4328,12/09/2004,16:00,Pogoń Szczecin,-,Wisła Kraków,0:5 (0:2),
4329,17/09/2004,19:00,Lech Poznań,-,KS Cracovia,0:2 (0:1),
4330,18/09/2004,17:00,Górnik Zabrze,-,Odra Wodzisław,2:0 (1:0),
4331,,17:00,GKS Katowice,-,Wisła Płock,0:0 (0:0),
4332,,17:00,Polonia Warszawa,-,Pogoń Szczecin,3:3 (2:2),
4333,,17:15,Groclin Dyskobolia,-,Zagłębie Lubin,3:1 (1:1),
4334,19/09/2004,14:00,Wisła Kraków,-,Amica Wronki,1:1 (0:0),
4335,,16:00,Górnik Łęczna,-,Legia Warszawa,1:2 (1:2),
4336,25/09/2004,17:00,Amica Wronki,-,Polonia Warszawa,1:0 (0:0),
4337,,17:00,Wisła Płock,-,Górnik Łęczna,3:0 (0:0),
4338,,17:00,Pogoń Szczecin,-,GKS Katowice,4:2 (2:1),
4339,,17:00,Odra Wodzisław,-,Lech Poznań,3:1 (0:1),
4340,,17:15,Zagłębie Lubin,-,Wisła Kraków,1:7 (0:3),
4341,26/09/2004,16:00,KS Cracovia,-,Groclin Dyskobolia,2:0 (0:0),
4342,20/10/2004,17:30,Legia Warszawa,-,Górnik Zabrze,2:1 (2:0),
4343,02/10/2004,14:30,Górnik Łęczna,-,Górnik Zabrze,2:0 (1:0),
4344,,14:30,Groclin Dyskobolia,-,Odra Wodzisław,1:0 (1:0),
4345,,14:30,Polonia Warszawa,-,Zagłębie Lubin,1:1 (0:1),
4346,,14:30,Wisła Płock,-,Pogoń Szczecin,3:2 (2:2),
4347,03/10/2004,12:00,Lech Poznań,-,Legia Warszawa,1:1 (1:1),
4348,,15:00,Wisła Kraków,-,KS Cracovia,0:0 (0:0),
4349,,15:00,GKS Katowice,-,Amica Wronki,1:4 (1:2),
4350,15/10/2004,18:00,KS Cracovia,-,Polonia Warszawa,2:1 (2:0),
4351,16/10/2004,14:30,Pogoń Szczecin,-,Górnik Łęczna,2:1 (1:0),
4352,,14:30,Amica Wronki,-,Wisła Płock,2:1 (1:0),
4353,,14:30,Górnik Zabrze,-,Lech Poznań,1:2 (1:0),
4354,,17:00,Zagłębie Lubin,-,GKS Katowice,7:0 (2:0),
4355,,17:15,Legia Warszawa,-,Groclin Dyskobolia,0:1 (0:0),
4356,17/10/2004,16:00,Odra Wodzisław,-,Wisła Kraków,1:2 (1:2),
4357,29/10/2004,19:00,Wisła Kraków,-,Legia Warszawa,2:0 (1:0),
4358,30/10/2004,14:30,GKS Katowice,-,KS Cracovia,1:0 (0:0),
4359,,14:30,Groclin Dyskobolia,-,Górnik Zabrze,3:1 (0:0),
4360,,14:30,Polonia Warszawa,-,Odra Wodzisław,1:0 (0:0),
4361,,14:30,Wisła Płock,-,Zagłębie Lubin,2:0 (1:0),
4362,,14:30,Górnik Łęczna,-,Lech Poznań,2:0 (1:0),
4363,,17:15,Pogoń Szczecin,-,Amica Wronki,1:0 (0:0),
4364,05/11/2004,19:00,Legia Warszawa,-,Polonia Warszawa,4:1 (3:0),
4365,06/11/2004,14:30,Odra Wodzisław,-,GKS Katowice,2:2 (0:0),
4366,,14:30,KS Cracovia,-,Wisła Płock,4:0 (1:0),
4367,,17:00,Zagłębie Lubin,-,Pogoń Szczecin,2:2 (2:0),
4368,,17:15,Lech Poznań,-,Groclin Dyskobolia,2:2 (2:1),
4369,07/11/2004,14:00,Górnik Zabrze,-,Wisła Kraków,1:3 (0:3),
4370,,16:00,Amica Wronki,-,Górnik Łęczna,1:0 (1:0),
4371,23/10/2004,16:00,Wisła Płock,-,Odra Wodzisław,1:0 (1:0),
4372,13/11/2004,14:30,Pogoń Szczecin,-,KS Cracovia,1:1 (0:0),
4373,,14:30,Polonia Warszawa,-,Górnik Zabrze,2:1 (1:0),
4374,,14:30,Amica Wronki,-,Zagłębie Lubin,0:2 (0:1),
4375,,14:30,GKS Katowice,-,Legia Warszawa,0:3 (0:1),
4376,,16:45,Wisła Kraków,-,Lech Poznań,4:1 (1:0),
4377,14/11/2004,14:00,Górnik Łęczna,-,Groclin Dyskobolia,2:1 (1:1),
4378,19/11/2004,18:00,Lech Poznań,-,Polonia Warszawa,1:1 (0:0),
4379,20/11/2004,14:30,Górnik Zabrze,-,GKS Katowice,4:1 (3:1),
4380,,14:30,Legia Warszawa,-,Wisła Płock,2:1 (2:1),
4381,,14:30,Odra Wodzisław,-,Pogoń Szczecin,1:0 (1:0),
4382,,17:00,Zagłębie Lubin,-,Górnik Łęczna,1:0 (0:0),
4383,,17:15,KS Cracovia,-,Amica Wronki,0:1 (0:0),
4384,21/11/2004,19:00,Groclin Dyskobolia,-,Wisła Kraków,2:4 (1:1),
4385,11/03/2005,19:00,Legia Warszawa,-,Pogoń Szczecin,3:0 (0:0),
4386,13/03/2005,15:00,Groclin Dyskobolia,-,Polonia Warszawa,5:0 (2:0),
4387,19/04/2005,17:00,KS Cracovia,-,Zagłębie Lubin,1:0 (1:0),
4388,20/04/2005,17:00,Amica Wronki,-,Odra Wodzisław,2:2 (1:1),
4389,,17:00,Lech Poznań,-,GKS Katowice,3:1 (2:1),
4390,,17:00,Górnik Zabrze,-,Wisła Płock,1:0 (1:0),
4391,,17:30,Górnik Łęczna,-,Wisła Kraków,2:2 (2:1),
4392,18/03/2005,18:00,KS Cracovia,-,Górnik Łęczna,0:0 (0:0),
4393,19/03/2005,14:30,Pogoń Szczecin,-,Górnik Zabrze,0:2 (0:0),
4394,,14:30,Wisła Płock,-,Lech Poznań,2:1 (1:1),
4395,,14:30,GKS Katowice,-,Groclin Dyskobolia,1:3 (0:2),
4396,,17:00,Zagłębie Lubin,-,Odra Wodzisław,1:1 (1:1),
4397,,17:15,Legia Warszawa,-,Amica Wronki,1:1 (1:0),
4398,20/03/2005,14:00,Polonia Warszawa,-,Wisła Kraków,1:3 (1:1),
4399,12/03/2005,17:00,Wisła Kraków,-,GKS Katowice,1:0 (1:0),
4400,23/03/2005,17:00,Górnik Łęczna,-,Polonia Warszawa,1:1 (1:0),
4401,02/04/2005,17:00,Groclin Dyskobolia,-,Wisła Płock,1:2 (0:1),
4402,,17:15,Zagłębie Lubin,-,Legia Warszawa,0:0 (0:0),
4403,13/04/2005,17:00,Odra Wodzisław,-,KS Cracovia,0:1 (0:1),
4404,27/04/2005,17:30,Lech Poznań,-,Pogoń Szczecin,1:1 (0:1),
4405,01/05/2005,17:30,Górnik Zabrze,-,Amica Wronki,1:1 (0:0),
4406,09/04/2005,17:00,Odra Wodzisław,-,Górnik Łęczna,0:5 (0:4),
4407,,17:00,Zagłębie Lubin,-,Górnik Zabrze,1:1 (1:0),
4408,,17:00,Amica Wronki,-,Lech Poznań,1:0 (0:0),
4409,,17:00,Pogoń Szczecin,-,Groclin Dyskobolia,1:0 (0:0),
4410,,17:00,GKS Katowice,-,Polonia Warszawa,2:3 (1:1),
4411,,17:15,Wisła Płock,-,Wisła Kraków,1:1 (0:1),
4412,10/04/2005,14:30,KS Cracovia,-,Legia Warszawa,1:0 (0:0),
4413,16/04/2005,17:00,Górnik Łęczna,-,GKS Katowice,4:2 (0:0),
4414,,17:00,Polonia Warszawa,-,Wisła Płock,1:4 (0:1),
4415,,17:00,Lech Poznań,-,Zagłębie Lubin,2:0 (1:0),
4416,,17:00,Górnik Zabrze,-,KS Cracovia,1:0 (0:0),
4417,,17:15,Groclin Dyskobolia,-,Amica Wronki,4:0 (2:0),
4418,17/04/2005,16:00,Wisła Kraków,-,Pogoń Szczecin,1:1 (0:1),
4419,,16:15,Legia Warszawa,-,Odra Wodzisław,0:1 (0:0),
