,data,godzina,dom,-,wyjazd,wynik,pusta
4420,22/04/2005,18:00,Zagłębie Lubin,-,Groclin Dyskobolia,1:1 (0:1),
4421,23/04/2005,17:00,Odra Wodzisław,-,Górnik Zabrze,1:2 (1:0),
4422,,17:00,KS Cracovia,-,Lech Poznań,2:0 (1:0),
4423,,17:00,Pogoń Szczecin,-,Polonia Warszawa,1:1 (0:0),
4424,,17:00,Wisła Płock,-,GKS Katowice,0:0 (0:0),
4425,,17:15,Legia Warszawa,-,Górnik Łęczna,1:1 (1:1),
4426,24/04/2005,14:00,Amica Wronki,-,Wisła Kraków,0:1 (0:0),
4427,01/05/2005,17:00,Górnik Łęczna,-,Wisła Płock,3:2 (1:0),
4428,02/05/2005,16:30,Wisła Kraków,-,Zagłębie Lubin,6:0 (0:0),
4429,,19:00,Groclin Dyskobolia,-,KS Cracovia,3:1 (1:0),
4430,03/05/2005,17:00,GKS Katowice,-,Pogoń Szczecin,1:1 (1:1),
4431,,17:00,Lech Poznań,-,Odra Wodzisław,1:0 (1:0),
4432,04/05/2005,17:00,Polonia Warszawa,-,Amica Wronki,1:0 (1:0),
4433,,17:30,Górnik Zabrze,-,Legia Warszawa,0:0 (0:0),
4434,06/05/2005,19:00,KS Cracovia,-,Wisła Kraków,0:1 (0:1),
4435,07/05/2005,17:00,Górnik Zabrze,-,Górnik Łęczna,0:3 (0:0),
4436,,17:00,Zagłębie Lubin,-,Polonia Warszawa,3:0 (1:0),
4437,,17:00,Amica Wronki,-,GKS Katowice,1:0 (1:0),
4438,,17:00,Pogoń Szczecin,-,Wisła Płock,2:0 (2:0),
4439,,17:30,Legia Warszawa,-,Lech Poznań,3:0 (2:0),
4440,08/05/2005,18:15,Odra Wodzisław,-,Groclin Dyskobolia,1:2 (0:1),
4441,13/05/2005,18:00,Lech Poznań,-,Górnik Zabrze,2:1 (1:1),
4442,,19:00,Polonia Warszawa,-,KS Cracovia,2:3 (1:2),
4443,14/05/2005,16:00,Groclin Dyskobolia,-,Legia Warszawa,3:2 (2:2),
4444,,17:00,Górnik Łęczna,-,Pogoń Szczecin,1:1 (0:0),
4445,,17:00,Wisła Płock,-,Amica Wronki,2:0 (2:0),
4446,,17:00,GKS Katowice,-,Zagłębie Lubin,2:0 (1:0),
4447,,18:30,Wisła Kraków,-,Odra Wodzisław,3:1 (1:1),
4448,21/05/2005,17:00,Lech Poznań,-,Górnik Łęczna,3:0 (2:0),
4449,,17:00,Górnik Zabrze,-,Groclin Dyskobolia,0:1 (0:0),
4450,,17:00,Odra Wodzisław,-,Polonia Warszawa,2:1 (1:0),
4451,,17:00,KS Cracovia,-,GKS Katowice,2:0 (0:0),
4452,,17:00,Zagłębie Lubin,-,Wisła Płock,0:1 (0:1),
4453,,17:00,Amica Wronki,-,Pogoń Szczecin,0:0 (0:0),
4454,22/05/2005,18:00,Legia Warszawa,-,Wisła Kraków,5:1 (3:0),
4455,24/05/2005,19:00,Groclin Dyskobolia,-,Lech Poznań,1:0 (0:0),
4456,25/05/2005,17:00,Polonia Warszawa,-,Legia Warszawa,0:5 (0:2),
4457,,17:00,Wisła Kraków,-,Górnik Zabrze,2:1 (1:0),
4458,,17:30,Górnik Łęczna,-,Amica Wronki,1:0 (1:0),
4459,,17:30,Pogoń Szczecin,-,Zagłębie Lubin,1:1 (1:0),
4460,,17:30,Wisła Płock,-,KS Cracovia,3:0 (0:0),
4461,,17:30,GKS Katowice,-,Odra Wodzisław,1:1 (1:0),
4462,09/06/2005,18:00,Groclin Dyskobolia,-,Górnik Łęczna,0:0 (0:0),
4463,,18:00,Lech Poznań,-,Wisła Kraków,3:1 (2:1),
4464,,18:00,Górnik Zabrze,-,Polonia Warszawa,0:1 (0:0),
4465,,18:00,Legia Warszawa,-,GKS Katowice,2:0 (2:0),
4466,,18:00,Odra Wodzisław,-,Wisła Płock,0:1 (0:0),
4467,,18:00,KS Cracovia,-,Pogoń Szczecin,4:2 (2:0),
4468,,18:00,Zagłębie Lubin,-,Amica Wronki,1:1 (1:0),
4469,12/06/2005,18:00,Górnik Łęczna,-,Zagłębie Lubin,2:1 (1:0),
4470,,18:00,Amica Wronki,-,KS Cracovia,3:2 (0:1),
4471,,18:00,Pogoń Szczecin,-,Odra Wodzisław,4:1 (2:0),
4472,,18:00,Wisła Płock,-,Legia Warszawa,0:0 (0:0),
4473,,18:00,GKS Katowice,-,Górnik Zabrze,1:0 (0:0),
4474,,18:00,Polonia Warszawa,-,Lech Poznań,0:2 (0:2),
4475,,18:00,Wisła Kraków,-,Groclin Dyskobolia,3:0 (0:0),
4476,24/07/2005,16:00,Arka Gdynia,-,Legia Warszawa,0:0 (0:0),
4477,26/07/2005,16:30,Korona Kielce,-,KS Cracovia,0:0 (0:0),
4478,,18:00,Odra Wodzisław,-,Zagłębie Lubin,0:0 (0:0),
4479,,18:00,Pogoń Szczecin,-,Wisła Płock,2:0 (2:0),
4480,,19:00,Górnik Łęczna,-,Wisła Kraków,1:1 (1:0),
4481,,19:00,GKS Bełchatów,-,Górnik Zabrze,0:0 (0:0),
4482,,19:00,Lech Poznań,-,Polonia Warszawa,1:2 (0:1),
4483,27/07/2005,19:00,Groclin Dyskobolia,-,Amica Wronki,2:2 (0:0),
4484,29/07/2005,19:00,Lech Poznań,-,Arka Gdynia,1:1 (1:0),
4485,30/07/2005,16:00,Korona Kielce,-,Odra Wodzisław,0:1 (0:0),
4486,,18:00,Zagłębie Lubin,-,Pogoń Szczecin,1:1 (1:0),
4487,,18:00,Górnik Zabrze,-,Groclin Dyskobolia,0:0 (0:0),
4488,,18:00,Wisła Kraków,-,GKS Bełchatów,3:0 (2:0),
4489,,18:00,Polonia Warszawa,-,Wisła Płock,0:1 (0:1),
4490,,19:00,Górnik Łęczna,-,Legia Warszawa,0:0 (0:0),
4491,31/07/2005,18:00,KS Cracovia,-,Amica Wronki,1:0 (1:0),
4492,05/08/2005,18:00,GKS Bełchatów,-,Legia Warszawa,0:3 (0:0),
4493,,19:00,Groclin Dyskobolia,-,Wisła Kraków,2:4 (1:1),
4494,06/08/2005,16:00,Arka Gdynia,-,Górnik Łęczna,1:1 (0:1),
4495,,18:00,Odra Wodzisław,-,Amica Wronki,0:4 (0:1),
4496,,18:00,Polonia Warszawa,-,Zagłębie Lubin,1:1 (0:0),
4497,,18:00,Górnik Zabrze,-,KS Cracovia,3:0 (2:0),
4498,,19:00,Lech Poznań,-,Wisła Płock,3:2 (1:0),
4499,07/08/2005,17:30,Pogoń Szczecin,-,Korona Kielce,4:2 (1:1),
4500,20/08/2005,16:00,Korona Kielce,-,Polonia Warszawa,3:2 (2:0),
4501,,17:00,Legia Warszawa,-,Groclin Dyskobolia,0:2 (0:1),
4502,,18:00,Zagłębie Lubin,-,Lech Poznań,4:5 (3:2),
4503,,18:00,Górnik Zabrze,-,Odra Wodzisław,1:1 (0:1),
4504,,18:00,Górnik Łęczna,-,GKS Bełchatów,0:2 (0:1),
4505,,18:00,Wisła Płock,-,Arka Gdynia,1:1 (1:1),
4506,21/08/2005,18:30,Amica Wronki,-,Pogoń Szczecin,4:1 (1:0),
4507,22/11/2005,17:30,Wisła Kraków,-,KS Cracovia,3:0 (1:0),
4508,26/08/2005,19:00,Lech Poznań,-,Korona Kielce,0:0 (0:0),
4509,27/08/2005,17:15,Odra Wodzisław,-,Wisła Kraków,1:1 (0:0),
4510,,18:00,GKS Bełchatów,-,Arka Gdynia,1:1 (1:0),
4511,,18:00,Pogoń Szczecin,-,Górnik Zabrze,1:1 (1:1),
4512,,18:00,Polonia Warszawa,-,Amica Wronki,0:0 (0:0),
4513,28/08/2005,16:00,Groclin Dyskobolia,-,Górnik Łęczna,1:1 (1:0),
4514,,16:00,Wisła Płock,-,Zagłębie Lubin,3:2 (1:1),
4515,,18:30,KS Cracovia,-,Legia Warszawa,1:1 (1:0),
4516,09/09/2005,19:00,GKS Bełchatów,-,Groclin Dyskobolia,2:2 (1:1),
4517,10/09/2005,14:30,Korona Kielce,-,Wisła Płock,2:3 (1:2),
4518,,17:00,Arka Gdynia,-,Zagłębie Lubin,0:1 (0:1),
4519,,17:00,Górnik Zabrze,-,Polonia Warszawa,2:1 (1:0),
4520,,17:00,Wisła Kraków,-,Pogoń Szczecin,2:1 (1:1),
4521,,17:00,Legia Warszawa,-,Odra Wodzisław,2:1 (1:1),
4522,,17:00,Górnik Łęczna,-,KS Cracovia,1:1 (1:0),
4523,11/09/2005,16:00,Amica Wronki,-,Lech Poznań,1:4 (0:1),
4524,16/09/2005,19:00,Pogoń Szczecin,-,Legia Warszawa,2:2 (0:1),
4525,17/09/2005,17:00,KS Cracovia,-,GKS Bełchatów,2:1 (0:1),
4526,,17:00,Odra Wodzisław,-,Górnik Łęczna,0:0 (0:0),
4527,,17:00,Lech Poznań,-,Górnik Zabrze,3:2 (1:0),
4528,,17:00,Zagłębie Lubin,-,Korona Kielce,3:3 (2:2),
4529,,17:15,Wisła Płock,-,Amica Wronki,0:1 (0:1),
4530,18/09/2005,16:00,Groclin Dyskobolia,-,Arka Gdynia,2:1 (1:0),
4531,,16:00,Polonia Warszawa,-,Wisła Kraków,0:1 (0:0),
4532,23/09/2005,19:00,Legia Warszawa,-,Polonia Warszawa,1:0 (1:0),
4533,24/09/2005,17:00,Arka Gdynia,-,Korona Kielce,0:2 (0:2),
4534,,17:00,Górnik Zabrze,-,Wisła Płock,4:0 (0:0),
4535,,17:00,Górnik Łęczna,-,Pogoń Szczecin,0:1 (0:0),
4536,,17:00,GKS Bełchatów,-,Odra Wodzisław,0:3 (0:1),
4537,,17:00,Groclin Dyskobolia,-,KS Cracovia,4:1 (3:1),
4538,,19:00,Wisła Kraków,-,Lech Poznań,5:1 (2:0),
4539,25/09/2005,14:00,Amica Wronki,-,Zagłębie Lubin,3:1 (2:1),
4540,30/09/2005,19:00,Lech Poznań,-,Legia Warszawa,1:0 (0:0),
4541,01/10/2005,13:00,Korona Kielce,-,Amica Wronki,2:1 (1:0),
4542,,17:00,KS Cracovia,-,Arka Gdynia,2:1 (2:0),
4543,,17:00,Pogoń Szczecin,-,GKS Bełchatów,0:0 (0:0),
4544,,17:00,Polonia Warszawa,-,Górnik Łęczna,0:3 (0:2),
4545,,17:15,Zagłębie Lubin,-,Górnik Zabrze,3:0 (2:0),
4546,02/10/2005,16:00,Odra Wodzisław,-,Groclin Dyskobolia,1:0 (0:0),
4547,,18:15,Wisła Płock,-,Wisła Kraków,1:2 (0:1),
4548,14/10/2005,19:00,Górnik Łęczna,-,Lech Poznań,0:0 (0:0),
4549,15/10/2005,17:00,Arka Gdynia,-,Amica Wronki,1:1 (0:0),
4550,,17:00,Górnik Zabrze,-,Korona Kielce,0:3 (0:2),
4551,,17:00,Legia Warszawa,-,Wisła Płock,3:0 (1:0),
4552,,17:00,GKS Bełchatów,-,Polonia Warszawa,2:0 (0:0),
4553,,17:00,KS Cracovia,-,Odra Wodzisław,1:0 (0:0),
4554,,19:00,Groclin Dyskobolia,-,Pogoń Szczecin,1:3 (0:1),
4555,16/10/2005,16:00,Zagłębie Lubin,-,Wisła Kraków,2:1 (2:0),
4556,21/10/2005,19:00,Pogoń Szczecin,-,KS Cracovia,1:2 (0:0),
4557,22/10/2005,17:00,Odra Wodzisław,-,Arka Gdynia,1:2 (0:1),
4558,,17:00,Lech Poznań,-,GKS Bełchatów,1:1 (1:1),
4559,,17:00,Wisła Płock,-,Górnik Łęczna,2:1 (0:1),
4560,,17:00,Amica Wronki,-,Górnik Zabrze,3:1 (1:0),
4561,,17:00,Groclin Dyskobolia,-,Polonia Warszawa,1:2 (1:0),
4562,,19:00,Zagłębie Lubin,-,Legia Warszawa,0:1 (0:1),
4563,23/10/2005,13:30,Wisła Kraków,-,Korona Kielce,2:2 (2:0),
4564,28/10/2005,19:00,Groclin Dyskobolia,-,Lech Poznań,3:1 (2:0),
4565,29/10/2005,17:00,Arka Gdynia,-,Górnik Zabrze,3:0 (0:0),
4566,,17:00,Legia Warszawa,-,Korona Kielce,1:0 (0:0),
4567,,17:00,Górnik Łęczna,-,Zagłębie Lubin,1:3 (0:2),
4568,,17:00,GKS Bełchatów,-,Wisła Płock,3:0 (1:0),
4569,,17:00,KS Cracovia,-,Polonia Warszawa,3:0 (1:0),
4570,,17:00,Odra Wodzisław,-,Pogoń Szczecin,1:0 (0:0),
4571,30/10/2005,16:00,Wisła Kraków,-,Amica Wronki,0:0 (0:0),
4572,04/11/2005,19:00,Lech Poznań,-,KS Cracovia,1:0 (0:0),
4573,05/11/2005,12:30,Korona Kielce,-,Górnik Łęczna,1:1 (0:0),
4574,,17:00,Wisła Płock,-,Groclin Dyskobolia,2:0 (2:0),
4575,,17:00,Zagłębie Lubin,-,GKS Bełchatów,2:1 (1:1),
4576,,17:00,Górnik Zabrze,-,Wisła Kraków,0:1 (0:1),
4577,,19:00,Amica Wronki,-,Legia Warszawa,0:2 (0:1),
4578,06/11/2005,13:30,Pogoń Szczecin,-,Arka Gdynia,0:0 (0:0),
4579,06/12/2005,16:00,Polonia Warszawa,-,Odra Wodzisław,0:3 (0:0),
4580,18/11/2005,19:00,Legia Warszawa,-,Górnik Zabrze,3:2 (3:0),
4581,19/11/2005,17:00,Górnik Łęczna,-,Amica Wronki,1:0 (0:0),
4582,,17:00,GKS Bełchatów,-,Korona Kielce,1:2 (0:2),
4583,,17:00,KS Cracovia,-,Wisła Płock,3:1 (1:0),
4584,,17:00,Odra Wodzisław,-,Lech Poznań,2:1 (1:0),
4585,,17:00,Pogoń Szczecin,-,Polonia Warszawa,2:0 (1:0),
4586,,17:15,Arka Gdynia,-,Wisła Kraków,1:0 (0:0),
4587,20/11/2005,16:00,Groclin Dyskobolia,-,Zagłębie Lubin,1:0 (0:0),
4588,25/11/2005,18:00,Lech Poznań,-,Pogoń Szczecin,1:1 (0:0),
4589,26/11/2005,10:00,Korona Kielce,-,Groclin Dyskobolia,3:0 (0:0),
4590,,17:00,Polonia Warszawa,-,Arka Gdynia,0:0 (0:0),
4591,,17:00,Wisła Płock,-,Odra Wodzisław,0:0 (0:0),
4592,,17:00,Amica Wronki,-,GKS Bełchatów,3:1 (2:1),
4593,,17:00,Górnik Zabrze,-,Górnik Łęczna,2:0 (1:0),
4594,,17:15,Zagłębie Lubin,-,KS Cracovia,3:1 (1:1),
4595,27/11/2005,19:00,Wisła Kraków,-,Legia Warszawa,0:0 (0:0),
4596,02/12/2005,17:00,Polonia Warszawa,-,Lech Poznań,2:1 (0:0),
4597,,18:00,Amica Wronki,-,Groclin Dyskobolia,2:0 (1:0),
4598,03/12/2005,15:00,Wisła Kraków,-,Górnik Łęczna,1:0 (1:0),
4599,,15:00,Legia Warszawa,-,Arka Gdynia,2:0 (0:0),
4600,,16:00,Górnik Zabrze,-,GKS Bełchatów,0:1 (0:1),
4601,,16:00,Zagłębie Lubin,-,Odra Wodzisław,2:0 (1:0),
4602,,16:00,Wisła Płock,-,Pogoń Szczecin,0:0 (0:0),
4603,04/12/2005,16:00,KS Cracovia,-,Korona Kielce,2:3 (1:1),
4604,09/12/2005,19:00,Arka Gdynia,-,Lech Poznań,0:2 (0:0),
4605,10/12/2005,16:00,Odra Wodzisław,-,Korona Kielce,1:1 (1:0),
4606,,16:00,Groclin Dyskobolia,-,Górnik Zabrze,0:1 (0:1),
4607,,16:00,Wisła Płock,-,Polonia Warszawa,4:0 (2:0),
4608,,19:00,Amica Wronki,-,KS Cracovia,1:1 (0:0),
4609,11/12/2005,13:30,GKS Bełchatów,-,Wisła Kraków,0:0 (0:0),
4610,,13:30,Legia Warszawa,-,Górnik Łęczna,0:2 (0:0),
4611,28/03/2006,16:30,Pogoń Szczecin,-,Zagłębie Lubin,1:0 (0:0),
4612,03/03/2006,18:00,KS Cracovia,-,Górnik Zabrze,1:2 (0:2),
4613,,19:00,Legia Warszawa,-,GKS Bełchatów,1:0 (0:0),
4614,04/03/2006,17:00,Wisła Kraków,-,Groclin Dyskobolia,2:1 (1:0),
4615,,17:00,Amica Wronki,-,Odra Wodzisław,4:0 (2:0),
4616,04/04/2006,17:30,Korona Kielce,-,Pogoń Szczecin,0:1 (0:0),
4617,,17:30,Zagłębie Lubin,-,Polonia Warszawa,1:0 (0:0),
4618,,17:30,Górnik Łęczna,-,Arka Gdynia,1:1 (0:1),
4619,,17:30,Wisła Płock,-,Lech Poznań,5:1 (2:0),
4620,10/03/2006,19:00,Lech Poznań,-,Zagłębie Lubin,0:1 (0:0),
4621,11/03/2006,17:00,Polonia Warszawa,-,Korona Kielce,1:1 (0:0),
4622,,17:00,Pogoń Szczecin,-,Amica Wronki,0:3 (0:2),
4623,,17:00,Groclin Dyskobolia,-,Legia Warszawa,0:4 (0:2),
4624,12/03/2006,13:30,KS Cracovia,-,Wisła Kraków,1:1 (1:0),
4625,22/03/2006,17:30,GKS Bełchatów,-,Górnik Łęczna,1:1 (1:0),
4626,29/03/2006,17:30,Arka Gdynia,-,Wisła Płock,1:1 (0:0),
4627,04/04/2006,17:30,Odra Wodzisław,-,Górnik Zabrze,1:0 (1:0),
4628,17/03/2006,19:00,Legia Warszawa,-,KS Cracovia,5:0 (3:0),
4629,18/03/2006,17:00,Arka Gdynia,-,GKS Bełchatów,2:0 (1:0),
4630,,17:00,Amica Wronki,-,Polonia Warszawa,3:0 (0:0),
4631,19/03/2006,16:00,Wisła Kraków,-,Odra Wodzisław,1:0 (1:0),
4632,18/04/2006,17:30,Korona Kielce,-,Lech Poznań,1:1 (0:1),
4633,19/04/2006,17:30,Górnik Łęczna,-,Groclin Dyskobolia,0:0 (0:0),
4634,,17:30,Górnik Zabrze,-,Pogoń Szczecin,2:1 (0:1),
4635,,17:30,Zagłębie Lubin,-,Wisła Płock,2:0 (0:0),
4636,24/03/2006,19:00,Pogoń Szczecin,-,Wisła Kraków,1:2 (1:1),
4637,25/03/2006,15:00,Odra Wodzisław,-,Legia Warszawa,1:2 (1:1),
4638,,17:00,Zagłębie Lubin,-,Arka Gdynia,4:0 (3:0),
4639,,17:00,Wisła Płock,-,Korona Kielce,1:0 (1:0),
4640,,17:00,Polonia Warszawa,-,Górnik Zabrze,4:1 (2:1),
4641,,17:00,KS Cracovia,-,Górnik Łęczna,0:1 (0:1),
4642,,17:00,Groclin Dyskobolia,-,GKS Bełchatów,3:1 (1:1),
4643,,17:30,Lech Poznań,-,Amica Wronki,1:1 (0:0),
4644,31/03/2006,19:00,Legia Warszawa,-,Pogoń Szczecin,2:0 (0:0),
4645,01/04/2006,15:00,Wisła Kraków,-,Polonia Warszawa,2:0 (1:0),
4646,,17:00,Arka Gdynia,-,Groclin Dyskobolia,0:0 (0:0),
4647,,17:00,GKS Bełchatów,-,KS Cracovia,2:0 (2:0),
4648,,17:00,Górnik Łęczna,-,Odra Wodzisław,0:0 (0:0),
4649,,17:00,Górnik Zabrze,-,Lech Poznań,0:3 (0:2),
4650,,17:00,Amica Wronki,-,Wisła Płock,2:0 (0:0),
4651,,18:30,Korona Kielce,-,Zagłębie Lubin,1:1 (0:0),
4652,07/04/2006,18:00,Korona Kielce,-,Arka Gdynia,1:0 (0:0),
4653,,19:00,Zagłębie Lubin,-,Amica Wronki,2:0 (1:0),
4654,08/04/2006,17:00,Wisła Płock,-,Górnik Zabrze,1:0 (0:0),
4655,,17:00,Pogoń Szczecin,-,Górnik Łęczna,2:1 (1:1),
4656,,17:00,Odra Wodzisław,-,GKS Bełchatów,0:2 (0:0),
4657,,17:00,KS Cracovia,-,Groclin Dyskobolia,1:3 (1:3),
4658,,19:00,Lech Poznań,-,Wisła Kraków,2:1 (0:1),
4659,09/04/2006,13:30,Polonia Warszawa,-,Legia Warszawa,0:2 (0:0),
4660,11/04/2006,17:30,Arka Gdynia,-,KS Cracovia,1:1 (1:1),
4661,,17:30,Groclin Dyskobolia,-,Odra Wodzisław,0:0 (0:0),
4662,,17:30,GKS Bełchatów,-,Pogoń Szczecin,2:0 (1:0),
4663,,17:30,Wisła Kraków,-,Wisła Płock,4:0 (1:0),
4664,,17:30,Górnik Zabrze,-,Zagłębie Lubin,2:2 (0:1),
4665,,19:00,Amica Wronki,-,Korona Kielce,0:3 (0:2),
4666,12/04/2006,17:30,Górnik Łęczna,-,Polonia Warszawa,0:1 (0:0),
4667,,19:00,Legia Warszawa,-,Lech Poznań,3:1 (3:0),
4668,15/04/2006,12:30,Korona Kielce,-,Górnik Zabrze,4:1 (2:0),
4669,,14:30,Amica Wronki,-,Arka Gdynia,1:1 (1:0),
4670,,14:30,Lech Poznań,-,Górnik Łęczna,1:0 (1:0),
4671,,14:30,Polonia Warszawa,-,GKS Bełchatów,0:0 (0:0),
4672,,14:30,Pogoń Szczecin,-,Groclin Dyskobolia,1:3 (0:3),
4673,,14:30,Odra Wodzisław,-,KS Cracovia,1:0 (0:0),
4674,,15:00,Wisła Kraków,-,Zagłębie Lubin,2:0 (1:0),
4675,,17:15,Wisła Płock,-,Legia Warszawa,0:1 (0:1),
4676,21/04/2006,19:00,Korona Kielce,-,Wisła Kraków,1:0 (0:0),
4677,22/04/2006,17:00,Arka Gdynia,-,Odra Wodzisław,1:1 (0:0),
4678,,17:00,KS Cracovia,-,Pogoń Szczecin,1:0 (0:0),
4679,,17:00,GKS Bełchatów,-,Lech Poznań,1:1 (1:0),
4680,,17:00,Górnik Łęczna,-,Wisła Płock,2:1 (1:0),
4681,,17:00,Górnik Zabrze,-,Amica Wronki,0:2 (0:0),
4682,,19:30,Legia Warszawa,-,Zagłębie Lubin,1:0 (0:0),
4683,23/04/2006,13:30,Polonia Warszawa,-,Groclin Dyskobolia,1:2 (1:0),
4684,28/04/2006,19:00,Amica Wronki,-,Wisła Kraków,0:1 (0:1),
4685,29/04/2006,17:00,Górnik Zabrze,-,Arka Gdynia,2:0 (0:0),
4686,,17:00,Zagłębie Lubin,-,Górnik Łęczna,2:0 (1:0),
4687,,17:00,Wisła Płock,-,GKS Bełchatów,0:1 (0:0),
4688,,17:00,Lech Poznań,-,Groclin Dyskobolia,4:1 (3:1),
4689,,17:00,Pogoń Szczecin,-,Odra Wodzisław,1:0 (0:0),
4690,,19:00,Korona Kielce,-,Legia Warszawa,2:2 (2:0),
4691,30/04/2006,15:00,Polonia Warszawa,-,KS Cracovia,1:3 (1:2),
4692,05/05/2006,19:00,Legia Warszawa,-,Amica Wronki,1:0 (1:0),
4693,06/05/2006,16:30,Wisła Kraków,-,Górnik Zabrze,2:0 (0:0),
4694,,17:00,Arka Gdynia,-,Pogoń Szczecin,0:0 (0:0),
4695,,17:00,Odra Wodzisław,-,Polonia Warszawa,0:0 (0:0),
4696,,17:00,Groclin Dyskobolia,-,Wisła Płock,3:0 (0:0),
4697,,17:00,Górnik Łęczna,-,Korona Kielce,3:0 (1:0),
4698,07/05/2006,12:45,GKS Bełchatów,-,Zagłębie Lubin,3:0 (0:0),
4699,,14:00,KS Cracovia,-,Lech Poznań,3:2 (1:0),
4700,10/05/2006,17:00,Wisła Kraków,-,Arka Gdynia,3:1 (1:1),
4701,,17:00,Górnik Zabrze,-,Legia Warszawa,0:1 (0:1),
4702,,17:00,Amica Wronki,-,Górnik Łęczna,6:0 (3:0),
4703,,17:00,Korona Kielce,-,GKS Bełchatów,0:0 (0:0),
4704,,17:00,Zagłębie Lubin,-,Groclin Dyskobolia,2:0 (1:0),
4705,,17:00,Wisła Płock,-,KS Cracovia,1:0 (0:0),
4706,,17:00,Lech Poznań,-,Odra Wodzisław,1:2 (0:1),
4707,,17:00,Polonia Warszawa,-,Pogoń Szczecin,1:1 (0:0),
4708,13/05/2006,16:00,Arka Gdynia,-,Polonia Warszawa,0:1 (0:0),
4709,,16:00,Pogoń Szczecin,-,Lech Poznań,0:0 (0:0),
4710,,16:00,Odra Wodzisław,-,Wisła Płock,1:0 (0:0),
4711,,16:00,KS Cracovia,-,Zagłębie Lubin,0:0 (0:0),
4712,,16:00,Groclin Dyskobolia,-,Korona Kielce,0:3 (0:1),
4713,,16:00,GKS Bełchatów,-,Amica Wronki,1:2 (1:0),
4714,,16:00,Górnik Łęczna,-,Górnik Zabrze,1:0 (1:0),
4715,,19:30,Legia Warszawa,-,Wisła Kraków,1:2 (0:1),
4716,28/07/2006,19:00,Widzew Łódź,-,Groclin Dyskobolia,2:1 (1:1),
4717,29/07/2006,18:00,ŁKS Łódź,-,Pogoń Szczecin,4:0 (2:0),
4718,,18:00,Górnik Łęczna,-,GKS Bełchatów,1:3 (1:2),
4719,,18:00,Arka Gdynia,-,Korona Kielce,0:3 (0:1),
4720,,18:00,Wisła Kraków,-,Górnik Zabrze,1:0 (1:0),
4721,,19:00,Legia Warszawa,-,KS Cracovia,3:1 (1:1),
4722,30/07/2006,17:00,Odra Wodzisław,-,Zagłębie Lubin,1:0 (0:0),
4723,,18:00,Lech Poznań,-,Wisła Płock,3:2 (0:1),
4724,04/08/2006,18:30,GKS Bełchatów,-,Widzew Łódź,1:0 (1:0),
4725,,19:00,Arka Gdynia,-,Wisła Kraków,0:0 (0:0),
4726,05/08/2006,18:00,ŁKS Łódź,-,Górnik Łęczna,0:0 (0:0),
4727,,18:00,Górnik Zabrze,-,Pogoń Szczecin,0:3 (0:2),
4728,,18:00,KS Cracovia,-,Odra Wodzisław,1:0 (1:0),
4729,,18:00,Zagłębie Lubin,-,Lech Poznań,0:0 (0:0),
4730,,19:00,Groclin Dyskobolia,-,Legia Warszawa,1:1 (0:1),
4731,06/08/2006,17:00,Korona Kielce,-,Wisła Płock,0:0 (0:0),
4732,11/08/2006,19:00,Widzew Łódź,-,ŁKS Łódź,2:1 (2:1),
4733,12/08/2006,18:00,Odra Wodzisław,-,Groclin Dyskobolia,0:0 (0:0),
4734,,18:00,Zagłębie Lubin,-,KS Cracovia,4:3 (2:3),
4735,,18:00,Górnik Łęczna,-,Górnik Zabrze,0:2 (0:1),
4736,,18:00,Pogoń Szczecin,-,Arka Gdynia,0:0 (0:0),
4737,,18:00,Legia Warszawa,-,GKS Bełchatów,1:2 (0:0),
4738,,19:00,Korona Kielce,-,Lech Poznań,2:2 (2:0),
4739,13/08/2006,18:00,Wisła Kraków,-,Wisła Płock,2:0 (0:0),
4740,18/08/2006,19:00,Górnik Zabrze,-,Widzew Łódź,0:0 (0:0),
4741,19/08/2006,18:00,GKS Bełchatów,-,Odra Wodzisław,5:1 (3:0),
4742,,18:00,Górnik Łęczna,-,Arka Gdynia,1:0 (0:0),
4743,,18:00,Wisła Płock,-,Pogoń Szczecin,2:1 (1:0),
4744,,18:00,Groclin Dyskobolia,-,Zagłębie Lubin,0:0 (0:0),
4745,,18:00,Lech Poznań,-,KS Cracovia,3:4 (0:1),
4746,,19:00,ŁKS Łódź,-,Legia Warszawa,2:1 (1:1),
4747,20/08/2006,18:15,Wisła Kraków,-,Korona Kielce,2:0 (0:0),
4748,25/08/2006,19:00,Zagłębie Lubin,-,GKS Bełchatów,2:1 (1:1),
4749,,19:00,KS Cracovia,-,Groclin Dyskobolia,1:1 (0:1),
4750,26/08/2006,18:00,Odra Wodzisław,-,ŁKS Łódź,1:2 (0:2),
4751,,18:00,Pogoń Szczecin,-,Korona Kielce,1:1 (1:1),
4752,,18:00,Widzew Łódź,-,Arka Gdynia,1:1 (1:1),
4753,,19:15,Legia Warszawa,-,Górnik Zabrze,3:2 (2:0),
4754,27/08/2006,17:00,Górnik Łęczna,-,Wisła Płock,0:0 (0:0),
4755,,18:15,Lech Poznań,-,Wisła Kraków,3:3 (2:0),
4756,08/09/2006,18:00,Wisła Płock,-,Widzew Łódź,2:2 (0:1),
4757,,19:00,Arka Gdynia,-,Legia Warszawa,1:1 (1:0),
4758,09/09/2006,15:00,GKS Bełchatów,-,KS Cracovia,2:1 (1:1),
4759,,17:00,Górnik Zabrze,-,Odra Wodzisław,2:2 (0:0),
