,data,godzina,dom,-,wyjazd,wynik,pusta
7878,16/05/2014,17:00,Widzew Łódź,-,Jagiellonia Białystok,1:1 (1:1),
7879,17/05/2014,14:30,Śląsk Wrocław,-,Podbeskidzie Bielsko-Biała,0:0 (0:0),
7880,,17:00,Korona Kielce,-,Piast Gliwice,0:1 (0:0),
7881,18/05/2014,14:30,Zagłębie Lubin,-,KS Cracovia,1:2 (0:1),
7882,22/05/2014,17:00,Jagiellonia Białystok,-,Śląsk Wrocław,0:3 (0:2),
7883,,19:30,Podbeskidzie Bielsko-Biała,-,Widzew Łódź,3:0 (1:0),
7884,23/05/2014,17:00,KS Cracovia,-,Korona Kielce,1:1 (1:0),
7885,,19:30,Piast Gliwice,-,Zagłębie Lubin,2:0 (0:0),
7886,27/05/2014,19:30,Śląsk Wrocław,-,KS Cracovia,1:0 (1:0),
7887,,19:30,Jagiellonia Białystok,-,Korona Kielce,4:4 (3:0),
7888,,19:30,Podbeskidzie Bielsko-Biała,-,Zagłębie Lubin,2:0 (0:0),
7889,28/05/2014,19:30,Widzew Łódź,-,Piast Gliwice,2:1 (2:1),
7890,31/05/2014,19:30,KS Cracovia,-,Jagiellonia Białystok,2:2 (2:1),
7891,,19:30,Korona Kielce,-,Śląsk Wrocław,1:5 (1:2),
7892,,19:30,Piast Gliwice,-,Podbeskidzie Bielsko-Biała,2:2 (2:0),
7893,,19:30,Zagłębie Lubin,-,Widzew Łódź,3:3 (1:2),
7894,18/07/2014,17:00,Podbeskidzie Bielsko-Biała,-,Pogoń Szczecin,2:3 (1:1),
7895,,19:30,Górnik Łęczna,-,Wisła Kraków,1:1 (1:1),
7896,19/07/2014,17:00,Jagiellonia Białystok,-,Lechia Gdańsk,2:2 (2:1),
7897,,19:30,Legia Warszawa,-,GKS Bełchatów,0:1 (0:1),
7898,20/07/2014,14:30,Lech Poznań,-,Piast Gliwice,4:0 (2:0),
7899,,14:30,Zawisza Bydgoszcz,-,Korona Kielce,2:0 (0:0),
7900,,17:00,Śląsk Wrocław,-,Ruch Chorzów,2:0 (1:0),
7901,21/07/2014,17:00,Górnik Zabrze,-,KS Cracovia,2:0 (1:0),
7902,25/07/2014,17:00,GKS Bełchatów,-,Korona Kielce,2:0 (2:0),
7903,,19:30,Lechia Gdańsk,-,Podbeskidzie Bielsko-Biała,1:0 (1:0),
7904,26/07/2014,17:00,Pogoń Szczecin,-,Śląsk Wrocław,4:1 (1:1),
7905,,19:30,KS Cracovia,-,Legia Warszawa,1:3 (1:1),
7906,27/07/2014,14:30,Ruch Chorzów,-,Górnik Łęczna,1:2 (0:1),
7907,,14:30,Zawisza Bydgoszcz,-,Jagiellonia Białystok,1:3 (0:0),
7908,,17:00,Górnik Zabrze,-,Lech Poznań,1:1 (0:1),
7909,28/07/2014,17:00,Wisła Kraków,-,Piast Gliwice,1:1 (0:0),
7910,01/08/2014,17:00,Jagiellonia Białystok,-,KS Cracovia,2:1 (0:1),
7911,,19:30,Piast Gliwice,-,Lechia Gdańsk,1:3 (1:1),
7912,02/08/2014,17:00,Korona Kielce,-,Pogoń Szczecin,2:2 (1:1),
7913,,19:30,Legia Warszawa,-,Górnik Zabrze,1:1 (0:1),
7914,03/08/2014,14:30,Śląsk Wrocław,-,Zawisza Bydgoszcz,2:1 (2:1),
7915,,14:30,Podbeskidzie Bielsko-Biała,-,Ruch Chorzów,3:0 (0:0),
7916,,17:00,Lech Poznań,-,Wisła Kraków,2:3 (0:2),
7917,04/08/2014,17:00,Górnik Łęczna,-,GKS Bełchatów,1:1 (1:1),
7918,08/08/2014,17:00,KS Cracovia,-,Korona Kielce,2:1 (1:0),
7919,,19:30,Górnik Zabrze,-,Jagiellonia Białystok,3:0 (1:0),
7920,09/08/2014,17:00,GKS Bełchatów,-,Śląsk Wrocław,2:0 (1:0),
7921,,19:30,Legia Warszawa,-,Górnik Łęczna,5:0 (0:0),
7922,10/08/2014,14:30,Lechia Gdańsk,-,Lech Poznań,1:2 (1:0),
7923,,14:30,Zawisza Bydgoszcz,-,Podbeskidzie Bielsko-Biała,1:2 (1:0),
7924,,17:00,Wisła Kraków,-,Ruch Chorzów,2:2 (1:1),
7925,11/08/2014,17:00,Pogoń Szczecin,-,Piast Gliwice,0:0 (0:0),
7926,15/08/2014,17:00,Korona Kielce,-,Górnik Zabrze,0:3 (0:1),
7927,,19:30,Jagiellonia Białystok,-,Legia Warszawa,0:3 (0:2),
7928,16/08/2014,14:30,Górnik Łęczna,-,Zawisza Bydgoszcz,5:2 (3:1),
7929,,17:00,Piast Gliwice,-,Ruch Chorzów,0:1 (0:1),
7930,,19:30,Lech Poznań,-,Pogoń Szczecin,1:1 (0:1),
7931,17/08/2014,14:30,Śląsk Wrocław,-,KS Cracovia,0:0 (0:0),
7932,,17:00,Wisła Kraków,-,Lechia Gdańsk,3:1 (0:1),
7933,18/08/2014,17:00,Podbeskidzie Bielsko-Biała,-,GKS Bełchatów,1:1 (0:0),
7934,22/08/2014,17:00,Zawisza Bydgoszcz,-,Lechia Gdańsk,0:2 (0:0),
7935,,19:30,Pogoń Szczecin,-,Wisła Kraków,0:3 (0:2),
7936,23/08/2014,14:30,KS Cracovia,-,Podbeskidzie Bielsko-Biała,1:3 (0:1),
7937,,17:00,Górnik Zabrze,-,Górnik Łęczna,2:0 (0:0),
7938,,19:30,Jagiellonia Białystok,-,Śląsk Wrocław,1:3 (1:0),
7939,24/08/2014,14:30,Legia Warszawa,-,Korona Kielce,2:0 (0:0),
7940,,17:00,Ruch Chorzów,-,Lech Poznań,0:0 (0:0),
7941,25/08/2014,17:00,GKS Bełchatów,-,Piast Gliwice,0:0 (0:0),
7942,29/08/2014,17:00,Piast Gliwice,-,Zawisza Bydgoszcz,3:0 (0:0),
7943,,19:30,Wisła Kraków,-,GKS Bełchatów,1:0 (1:0),
7944,30/08/2014,14:30,Górnik Łęczna,-,Pogoń Szczecin,4:2 (0:1),
7945,,17:00,Śląsk Wrocław,-,Górnik Zabrze,2:0 (1:0),
7946,,19:30,Korona Kielce,-,Jagiellonia Białystok,0:3 (0:2),
7947,31/08/2014,14:30,Lechia Gdańsk,-,Ruch Chorzów,3:3 (0:1),
7948,,14:30,Podbeskidzie Bielsko-Biała,-,Legia Warszawa,2:1 (2:1),
7949,,17:00,Lech Poznań,-,KS Cracovia,1:1 (0:1),
7950,12/09/2014,17:00,Zawisza Bydgoszcz,-,Wisła Kraków,2:4 (0:1),
7951,,19:30,Pogoń Szczecin,-,Ruch Chorzów,1:1 (0:1),
7952,13/09/2014,14:30,KS Cracovia,-,Górnik Łęczna,2:1 (1:1),
7953,,17:00,Jagiellonia Białystok,-,Lech Poznań,1:0 (1:0),
7954,,19:30,Legia Warszawa,-,Śląsk Wrocław,4:3 (3:1),
7955,14/09/2014,14:30,Górnik Zabrze,-,Piast Gliwice,1:2 (1:1),
7956,,17:00,GKS Bełchatów,-,Lechia Gdańsk,1:1 (1:0),
7957,15/09/2014,17:00,Korona Kielce,-,Podbeskidzie Bielsko-Biała,2:1 (1:1),
7958,19/09/2014,17:00,Śląsk Wrocław,-,Korona Kielce,1:0 (0:0),
7959,,19:30,Lechia Gdańsk,-,Pogoń Szczecin,0:1 (0:1),
7960,20/09/2014,14:30,Piast Gliwice,-,KS Cracovia,4:2 (3:0),
7961,,17:00,Podbeskidzie Bielsko-Biała,-,Górnik Zabrze,0:3 (0:1),
7962,,19:30,Lech Poznań,-,Zawisza Bydgoszcz,6:2 (3:2),
7963,21/09/2014,14:30,Ruch Chorzów,-,GKS Bełchatów,0:1 (0:1),
7964,,17:00,Wisła Kraków,-,Legia Warszawa,0:3 (0:0),
7965,22/09/2014,17:00,Górnik Łęczna,-,Jagiellonia Białystok,0:0 (0:0),
7966,26/09/2014,17:00,Korona Kielce,-,Piast Gliwice,1:0 (0:0),
7967,,19:30,Śląsk Wrocław,-,Górnik Łęczna,2:1 (0:0),
7968,27/09/2014,14:30,Zawisza Bydgoszcz,-,Ruch Chorzów,1:1 (1:1),
7969,,17:00,GKS Bełchatów,-,Pogoń Szczecin,1:0 (1:0),
7970,,19:30,Legia Warszawa,-,Lech Poznań,2:2 (0:2),
7971,28/09/2014,14:30,Górnik Zabrze,-,Lechia Gdańsk,2:2 (1:0),
7972,,17:00,KS Cracovia,-,Wisła Kraków,1:0 (0:0),
7973,29/09/2014,17:00,Jagiellonia Białystok,-,Podbeskidzie Bielsko-Biała,4:2 (3:0),
7974,03/10/2014,17:00,Podbeskidzie Bielsko-Biała,-,Śląsk Wrocław,2:2 (1:1),
7975,,19:30,Wisła Kraków,-,Jagiellonia Białystok,0:2 (0:0),
7976,04/10/2014,14:30,Górnik Łęczna,-,Korona Kielce,1:0 (1:0),
7977,,17:00,Lechia Gdańsk,-,KS Cracovia,1:0 (1:0),
7978,,19:30,Ruch Chorzów,-,Górnik Zabrze,1:2 (1:1),
7979,05/10/2014,14:30,Piast Gliwice,-,Legia Warszawa,3:1 (2:0),
7980,,14:30,Pogoń Szczecin,-,Zawisza Bydgoszcz,3:0 (2:0),
7981,,17:00,Lech Poznań,-,GKS Bełchatów,5:0 (1:0),
7982,17/10/2014,17:00,KS Cracovia,-,Ruch Chorzów,1:0 (0:0),
7983,,19:30,Legia Warszawa,-,Lechia Gdańsk,1:0 (0:0),
7984,18/10/2014,14:30,Śląsk Wrocław,-,Piast Gliwice,3:0 (0:0),
7985,,14:30,Podbeskidzie Bielsko-Biała,-,Górnik Łęczna,1:0 (0:0),
7986,,17:00,Jagiellonia Białystok,-,Pogoń Szczecin,5:0 (3:0),
7987,19/10/2014,14:30,Korona Kielce,-,Lech Poznań,2:2 (1:2),
7988,,17:00,Górnik Zabrze,-,Wisła Kraków,0:5 (0:1),
7989,20/10/2014,17:00,Zawisza Bydgoszcz,-,GKS Bełchatów,2:1 (0:1),
7990,24/10/2014,17:00,GKS Bełchatów,-,Górnik Zabrze,1:0 (0:0),
7991,,19:30,Wisła Kraków,-,Podbeskidzie Bielsko-Biała,3:2 (0:1),
7992,25/10/2014,14:30,Piast Gliwice,-,Jagiellonia Białystok,0:2 (0:1),
7993,,14:30,Lechia Gdańsk,-,Śląsk Wrocław,1:4 (0:3),
7994,,17:00,Pogoń Szczecin,-,KS Cracovia,2:1 (0:0),
7995,26/10/2014,14:30,Lech Poznań,-,Górnik Łęczna,1:0 (0:0),
7996,,17:00,Zawisza Bydgoszcz,-,Legia Warszawa,1:2 (0:2),
7997,27/10/2014,17:00,Ruch Chorzów,-,Korona Kielce,0:1 (0:0),
7998,31/10/2014,17:00,Górnik Łęczna,-,Lechia Gdańsk,1:1 (1:0),
7999,,19:30,Korona Kielce,-,Wisła Kraków,3:2 (1:0),
8000,02/11/2014,12:00,Górnik Zabrze,-,Pogoń Szczecin,1:1 (1:1),
8001,,14:30,KS Cracovia,-,Zawisza Bydgoszcz,1:0 (0:0),
8002,,14:30,Śląsk Wrocław,-,Lech Poznań,1:1 (0:1),
8003,,17:00,Legia Warszawa,-,Ruch Chorzów,2:1 (1:0),
8004,03/11/2014,17:00,Podbeskidzie Bielsko-Biała,-,Piast Gliwice,2:4 (0:2),
8005,,19:30,Jagiellonia Białystok,-,GKS Bełchatów,0:1 (0:1),
8006,07/11/2014,17:00,Piast Gliwice,-,Górnik Łęczna,0:0 (0:0),
8007,,19:30,Lech Poznań,-,Podbeskidzie Bielsko-Biała,1:1 (1:0),
8008,08/11/2014,14:30,Lechia Gdańsk,-,Korona Kielce,1:2 (0:2),
8009,,17:00,GKS Bełchatów,-,KS Cracovia,1:1 (0:0),
8010,,19:30,Wisła Kraków,-,Śląsk Wrocław,1:1 (0:1),
8011,09/11/2014,14:30,Zawisza Bydgoszcz,-,Górnik Zabrze,1:2 (1:1),
8012,,14:30,Ruch Chorzów,-,Jagiellonia Białystok,5:2 (3:1),
8013,,17:00,Pogoń Szczecin,-,Legia Warszawa,2:1 (2:0),
8014,21/11/2014,17:00,Ruch Chorzów,-,Śląsk Wrocław,1:0 (0:0),
8015,,19:30,GKS Bełchatów,-,Legia Warszawa,0:3 (0:2),
8016,22/11/2014,14:30,Pogoń Szczecin,-,Podbeskidzie Bielsko-Biała,1:2 (1:1),
8017,,14:30,Wisła Kraków,-,Górnik Łęczna,2:0 (1:0),
8018,,17:00,Korona Kielce,-,Zawisza Bydgoszcz,2:2 (1:1),
8019,23/11/2014,14:30,Lechia Gdańsk,-,Jagiellonia Białystok,1:1 (1:1),
8020,,17:00,Piast Gliwice,-,Lech Poznań,3:2 (0:1),
8021,24/11/2014,17:00,KS Cracovia,-,Górnik Zabrze,1:2 (1:1),
8022,28/11/2014,17:00,Górnik Łęczna,-,Ruch Chorzów,3:0 (1:0),
8023,,19:30,Piast Gliwice,-,Wisła Kraków,0:0 (0:0),
8024,29/11/2014,14:30,Podbeskidzie Bielsko-Biała,-,Lechia Gdańsk,1:0 (1:0),
8025,,14:30,Jagiellonia Białystok,-,Zawisza Bydgoszcz,0:0 (0:0),
8026,,17:00,Korona Kielce,-,GKS Bełchatów,2:0 (2:0),
8027,30/11/2014,14:30,Lech Poznań,-,Górnik Zabrze,3:0 (2:0),
8028,,17:00,Śląsk Wrocław,-,Pogoń Szczecin,1:1 (0:1),
8029,01/12/2014,17:00,Legia Warszawa,-,KS Cracovia,2:0 (1:0),
8030,05/12/2014,17:00,Zawisza Bydgoszcz,-,Śląsk Wrocław,0:1 (0:0),
8031,,19:30,Górnik Zabrze,-,Legia Warszawa,0:4 (0:2),
8032,06/12/2014,14:30,Pogoń Szczecin,-,Korona Kielce,2:0 (1:0),
8033,,14:30,GKS Bełchatów,-,Górnik Łęczna,1:1 (1:1),
8034,,17:00,KS Cracovia,-,Jagiellonia Białystok,1:1 (0:0),
8035,07/12/2014,14:30,Lechia Gdańsk,-,Piast Gliwice,3:1 (2:0),
8036,,17:00,Wisła Kraków,-,Lech Poznań,1:2 (1:0),
8037,08/12/2014,17:00,Ruch Chorzów,-,Podbeskidzie Bielsko-Biała,2:0 (1:0),
8038,12/12/2014,17:00,Korona Kielce,-,KS Cracovia,1:2 (0:2),
8039,,19:30,Śląsk Wrocław,-,GKS Bełchatów,2:1 (0:0),
8040,13/12/2014,14:30,Ruch Chorzów,-,Wisła Kraków,1:2 (1:1),
8041,,14:30,Jagiellonia Białystok,-,Górnik Zabrze,1:0 (1:0),
8042,,17:00,Lech Poznań,-,Lechia Gdańsk,1:0 (1:0),
8043,14/12/2014,14:30,Podbeskidzie Bielsko-Biała,-,Zawisza Bydgoszcz,2:1 (1:1),
8044,,17:00,Górnik Łęczna,-,Legia Warszawa,3:1 (3:0),
8045,15/12/2014,17:00,Piast Gliwice,-,Pogoń Szczecin,1:0 (0:0),
8046,13/02/2015,17:00,Zawisza Bydgoszcz,-,Górnik Łęczna,0:0 (0:0),
8047,,19:30,Lechia Gdańsk,-,Wisła Kraków,1:0 (0:0),
8048,14/02/2015,14:30,Ruch Chorzów,-,Piast Gliwice,2:0 (0:0),
8049,,14:30,GKS Bełchatów,-,Podbeskidzie Bielsko-Biała,1:2 (0:2),
8050,,17:00,Pogoń Szczecin,-,Lech Poznań,1:1 (1:0),
8051,15/02/2015,14:30,KS Cracovia,-,Śląsk Wrocław,1:1 (0:0),
8052,,17:00,Legia Warszawa,-,Jagiellonia Białystok,1:3 (0:1),
8053,16/02/2015,17:00,Górnik Zabrze,-,Korona Kielce,1:1 (0:0),
8054,20/02/2015,17:00,Podbeskidzie Bielsko-Biała,-,KS Cracovia,1:1 (0:0),
8055,,19:30,Wisła Kraków,-,Pogoń Szczecin,1:1 (1:1),
8056,21/02/2015,14:30,Lechia Gdańsk,-,Zawisza Bydgoszcz,0:0 (0:0),
8057,,14:30,Górnik Łęczna,-,Górnik Zabrze,0:1 (0:0),
8058,,17:00,Śląsk Wrocław,-,Jagiellonia Białystok,0:1 (0:1),
8059,22/02/2015,14:30,Lech Poznań,-,Ruch Chorzów,2:1 (2:0),
8060,,17:00,Korona Kielce,-,Legia Warszawa,0:0 (0:0),
8061,23/02/2015,17:00,Piast Gliwice,-,GKS Bełchatów,3:1 (0:1),
8062,27/02/2015,17:00,Ruch Chorzów,-,Lechia Gdańsk,1:1 (0:1),
8063,,19:30,KS Cracovia,-,Lech Poznań,0:0 (0:0),
8064,28/02/2015,14:30,Zawisza Bydgoszcz,-,Piast Gliwice,2:0 (0:0),
8065,,14:30,GKS Bełchatów,-,Wisła Kraków,3:1 (2:1),
8066,,17:00,Górnik Zabrze,-,Śląsk Wrocław,3:3 (1:1),
8067,01/03/2015,14:30,Jagiellonia Białystok,-,Korona Kielce,1:2 (0:0),
8068,,17:00,Legia Warszawa,-,Podbeskidzie Bielsko-Biała,3:0 (1:0),
8069,02/03/2015,17:00,Pogoń Szczecin,-,Górnik Łęczna,0:1 (0:0),
8070,06/03/2015,17:00,Ruch Chorzów,-,Pogoń Szczecin,2:1 (2:1),
8071,,19:30,Lech Poznań,-,Jagiellonia Białystok,2:0 (0:0),
8072,07/03/2015,14:30,Wisła Kraków,-,Zawisza Bydgoszcz,0:1 (0:1),
8073,,14:30,Piast Gliwice,-,Górnik Zabrze,2:2 (1:1),
8074,,17:00,Lechia Gdańsk,-,GKS Bełchatów,1:0 (0:0),
8075,08/03/2015,14:30,Podbeskidzie Bielsko-Biała,-,Korona Kielce,2:2 (1:2),
8076,,17:00,Śląsk Wrocław,-,Legia Warszawa,1:3 (1:2),
8077,09/03/2015,17:00,Górnik Łęczna,-,KS Cracovia,2:1 (2:1),
8078,13/03/2015,17:00,KS Cracovia,-,Piast Gliwice,3:1 (1:0),
8079,,19:30,Pogoń Szczecin,-,Lechia Gdańsk,0:1 (0:1),
8080,14/03/2015,14:30,Górnik Zabrze,-,Podbeskidzie Bielsko-Biała,3:3 (3:1),
8081,,14:30,Jagiellonia Białystok,-,Górnik Łęczna,2:1 (1:0),
8082,,17:00,Zawisza Bydgoszcz,-,Lech Poznań,1:0 (1:0),
8083,15/03/2015,14:30,Korona Kielce,-,Śląsk Wrocław,2:2 (2:1),
8084,,17:00,Legia Warszawa,-,Wisła Kraków,2:2 (1:1),
8085,16/03/2015,17:00,GKS Bełchatów,-,Ruch Chorzów,0:1 (0:0),
8086,20/03/2015,17:00,Pogoń Szczecin,-,GKS Bełchatów,3:0 (0:0),
8087,,19:30,Górnik Łęczna,-,Śląsk Wrocław,1:1 (0:0),
8088,21/03/2015,14:30,Ruch Chorzów,-,Zawisza Bydgoszcz,1:2 (1:2),
8089,,17:00,Wisła Kraków,-,KS Cracovia,2:1 (1:0),
8090,,19:30,Lechia Gdańsk,-,Górnik Zabrze,1:0 (1:0),
8091,22/03/2015,14:30,Podbeskidzie Bielsko-Biała,-,Jagiellonia Białystok,1:0 (0:0),
8092,,14:30,Piast Gliwice,-,Korona Kielce,1:2 (1:0),
8093,,17:00,Lech Poznań,-,Legia Warszawa,2:1 (0:0),
8094,04/04/2015,12:00,KS Cracovia,-,Lechia Gdańsk,3:2 (2:1),
8095,,14:30,Śląsk Wrocław,-,Podbeskidzie Bielsko-Biała,0:0 (0:0),
8096,,17:00,GKS Bełchatów,-,Lech Poznań,1:2 (0:1),
8097,,19:30,Legia Warszawa,-,Piast Gliwice,2:0 (1:0),
8098,06/04/2015,12:00,Korona Kielce,-,Górnik Łęczna,2:0 (0:0),
8099,,14:30,Górnik Zabrze,-,Ruch Chorzów,2:2 (1:1),
8100,,17:00,Jagiellonia Białystok,-,Wisła Kraków,2:2 (1:0),
8101,07/04/2015,19:30,Zawisza Bydgoszcz,-,Pogoń Szczecin,2:1 (1:0),
8102,10/04/2015,17:00,Ruch Chorzów,-,KS Cracovia,3:0 (3:0),
8103,,19:30,Wisła Kraków,-,Górnik Zabrze,1:1 (1:0),
8104,11/04/2015,14:30,Lechia Gdańsk,-,Legia Warszawa,1:0 (0:0),
8105,,17:00,Piast Gliwice,-,Śląsk Wrocław,2:0 (0:0),
8106,,19:30,Pogoń Szczecin,-,Jagiellonia Białystok,2:0 (0:0),
8107,12/04/2015,14:30,GKS Bełchatów,-,Zawisza Bydgoszcz,1:4 (1:3),
8108,,17:00,Lech Poznań,-,Korona Kielce,1:1 (0:0),
8109,13/04/2015,17:00,Górnik Łęczna,-,Podbeskidzie Bielsko-Biała,0:0 (0:0),
8110,17/04/2015,17:00,Korona Kielce,-,Ruch Chorzów,0:0 (0:0),
8111,,19:30,Podbeskidzie Bielsko-Biała,-,Wisła Kraków,2:2 (2:1),
8112,18/04/2015,14:30,Śląsk Wrocław,-,Lechia Gdańsk,3:0 (1:0),
8113,,17:00,Jagiellonia Białystok,-,Piast Gliwice,2:1 (2:0),
8114,,19:30,KS Cracovia,-,Pogoń Szczecin,0:1 (0:1),
8115,19/04/2015,14:30,Górnik Łęczna,-,Lech Poznań,1:1 (1:1),
8116,,17:00,Legia Warszawa,-,Zawisza Bydgoszcz,2:0 (0:0),
8117,20/04/2015,17:00,Górnik Zabrze,-,GKS Bełchatów,2:0 (1:0),
8118,24/04/2015,17:00,Zawisza Bydgoszcz,-,KS Cracovia,0:3 (0:1),
8119,,19:30,Ruch Chorzów,-,Legia Warszawa,0:0 (0:0),
8120,25/04/2015,14:30,Pogoń Szczecin,-,Górnik Zabrze,3:1 (1:0),
8121,,17:00,GKS Bełchatów,-,Jagiellonia Białystok,0:0 (0:0),
8122,,19:30,Lech Poznań,-,Śląsk Wrocław,2:0 (0:0),
8123,26/04/2015,12:00,Piast Gliwice,-,Podbeskidzie Bielsko-Biała,3:0 (0:0),
8124,,14:30,Lechia Gdańsk,-,Górnik Łęczna,2:0 (1:0),
8125,,17:00,Wisła Kraków,-,Korona Kielce,2:0 (1:0),
8126,29/04/2015,19:30,Górnik Łęczna,-,Piast Gliwice,1:2 (1:1),
8127,,19:30,Śląsk Wrocław,-,Wisła Kraków,1:0 (0:0),
8128,,19:30,Podbeskidzie Bielsko-Biała,-,Lech Poznań,0:2 (0:0),
8129,,19:30,Korona Kielce,-,Lechia Gdańsk,3:2 (2:2),
8130,,19:30,Legia Warszawa,-,Pogoń Szczecin,2:1 (0:1),
8131,,19:30,KS Cracovia,-,GKS Bełchatów,3:1 (0:1),
8132,,19:30,Górnik Zabrze,-,Zawisza Bydgoszcz,2:1 (1:0),
8133,,19:30,Jagiellonia Białystok,-,Ruch Chorzów,2:0 (1:0),
8134,08/05/2015,17:00,Korona Kielce,-,Ruch Chorzów,0:2 (0:1),
8135,10/05/2015,14:30,Podbeskidzie Bielsko-Biała,-,Zawisza Bydgoszcz,2:2 (0:0),
8136,,17:00,KS Cracovia,-,GKS Bełchatów,1:1 (1:0),
8137,11/05/2015,17:00,Piast Gliwice,-,Górnik Łęczna,2:3 (1:0),
8138,15/05/2015,17:00,Zawisza Bydgoszcz,-,Korona Kielce,3:1 (3:0),
8139,16/05/2015,14:30,Górnik Łęczna,-,KS Cracovia,0:3 (0:2),
8140,,17:00,GKS Bełchatów,-,Podbeskidzie Bielsko-Biała,0:2 (0:1),
8141,,19:30,Ruch Chorzów,-,Piast Gliwice,1:1 (0:1),
8142,19/05/2015,17:00,Korona Kielce,-,Górnik Łęczna,1:3 (0:2),
8143,,17:00,Podbeskidzie Bielsko-Biała,-,Ruch Chorzów,0:2 (0:0),
8144,,19:30,KS Cracovia,-,Zawisza Bydgoszcz,3:1 (0:0),
8145,,19:30,Piast Gliwice,-,GKS Bełchatów,6:3 (2:1),
8146,22/05/2015,17:00,Zawisza Bydgoszcz,-,Górnik Łęczna,1:1 (1:0),
8147,,19:30,KS Cracovia,-,Korona Kielce,1:1 (1:1),
8148,24/05/2015,14:30,Piast Gliwice,-,Podbeskidzie Bielsko-Biała,2:1 (1:0),
8149,25/05/2015,17:00,Ruch Chorzów,-,GKS Bełchatów,2:4 (0:1),
8150,29/05/2015,17:00,Podbeskidzie Bielsko-Biała,-,KS Cracovia,0:3 (0:0),
8151,,19:30,Korona Kielce,-,Piast Gliwice,2:1 (1:0),
8152,30/05/2015,14:30,Górnik Łęczna,-,Ruch Chorzów,0:1 (0:0),
8153,,17:00,GKS Bełchatów,-,Zawisza Bydgoszcz,1:4 (0:2),
8154,02/06/2015,19:30,KS Cracovia,-,Ruch Chorzów,1:0 (1:0),
8155,,19:30,GKS Bełchatów,-,Korona Kielce,2:2 (0:1),
8156,,19:30,Podbeskidzie Bielsko-Biała,-,Górnik Łęczna,1:0 (0:0),
8157,,19:30,Zawisza Bydgoszcz,-,Piast Gliwice,0:0 (0:0),
8158,05/06/2015,19:30,Górnik Łęczna,-,GKS Bełchatów,1:0 (1:0),
8159,,19:30,Korona Kielce,-,Podbeskidzie Bielsko-Biała,3:1 (2:1),
8160,,19:30,Piast Gliwice,-,KS Cracovia,0:3 (0:1),
8161,,19:30,Ruch Chorzów,-,Zawisza Bydgoszcz,3:2 (1:0),
8162,21/08/2020,17:00,Zagłębie Lubin,-,Lech Poznań,2:1 (0:1),
8163,22/08/2020,14:00,KS Cracovia,-,Pogoń Szczecin,2:1 (0:0),
8164,,16:30,Śląsk Wrocław,-,Piast Gliwice,2:0 (1:0),
8165,,19:00,Raków Częstochowa,-,Legia Warszawa,1:2 (0:1),
8166,23/08/2020,11:30,Wisła Płock,-,FKS Stal Mielec,1:1 (0:0),
8167,,14:00,Warta Poznań,-,Lechia Gdańsk,0:1 (0:0),
8168,,16:30,Górnik Zabrze,-,Podbeskidzie Bielsko-Biała,4:2 (3:0),
8169,24/08/2020,17:00,Jagiellonia Białystok,-,Wisła Kraków,1:1 (1:1),
8170,28/08/2020,17:00,Zagłębie Lubin,-,Warta Poznań,1:0 (0:0),
8171,,19:30,FKS Stal Mielec,-,Górnik Zabrze,0:2 (0:1),
8172,29/08/2020,14:00,Lechia Gdańsk,-,Raków Częstochowa,1:3 (1:0),
8173,,16:30,Wisła Kraków,-,Śląsk Wrocław,1:3 (1:1),
8174,,19:00,Legia Warszawa,-,Jagiellonia Białystok,1:2 (0:2),
8175,30/08/2020,11:30,Piast Gliwice,-,Pogoń Szczecin,0:1 (0:0),
8176,,14:00,Podbeskidzie Bielsko-Biała,-,KS Cracovia,2:2 (1:1),
8177,,16:30,Lech Poznań,-,Wisła Płock,2:2 (0:1),
8178,11/09/2020,17:00,Jagiellonia Białystok,-,Podbeskidzie Bielsko-Biała,2:2 (0:2),
8179,,19:30,Wisła Płock,-,Legia Warszawa,0:1 (0:1),
8180,12/09/2020,14:00,KS Cracovia,-,FKS Stal Mielec,1:1 (0:0),
8181,,16:30,Warta Poznań,-,Piast Gliwice,0:0 (0:0),
8182,,19:00,Śląsk Wrocław,-,Lech Poznań,3:3 (2:3),
8183,13/09/2020,14:00,Pogoń Szczecin,-,Wisła Kraków,2:2 (1:1),
8184,,16:30,Górnik Zabrze,-,Lechia Gdańsk,3:0 (1:0),
8185,14/09/2020,17:00,Raków Częstochowa,-,Zagłębie Lubin,2:1 (1:0),
8186,18/09/2020,17:00,Podbeskidzie Bielsko-Biała,-,Raków Częstochowa,1:4 (1:4),
8187,,19:30,Wisła Kraków,-,Wisła Płock,0:3 (0:2),
8188,19/09/2020,14:00,Lechia Gdańsk,-,FKS Stal Mielec,4:2 (2:2),
8189,,16:30,Pogoń Szczecin,-,Śląsk Wrocław,1:0 (0:0),
8190,,19:00,Legia Warszawa,-,Górnik Zabrze,1:3 (0:2),
8191,20/09/2020,14:00,Zagłębie Lubin,-,KS Cracovia,1:1 (0:0),
8192,,16:30,Lech Poznań,-,Warta Poznań,1:0 (0:0),
8193,21/09/2020,17:00,Piast Gliwice,-,Jagiellonia Białystok,0:1 (0:0),
8194,25/09/2020,17:00,Wisła Płock,-,Warta Poznań,1:3 (0:1),
8195,,19:30,Górnik Zabrze,-,Wisła Kraków,0:0 (0:0),
8196,26/09/2020,14:00,KS Cracovia,-,Raków Częstochowa,2:2 (1:2),
